OrderID,OrderDate,CustomerID,CustomerName,Email,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,TotalAmount,PaymentMethod,OrderStatus,City,State,Country
ORD0112451,2023-01-03,CUST02302,Suresh Menon,customer2302@email.com,P1370,Vacuum Cleaner,Home & Kitchen,HomeAppliance,1,14444.37,14444.37,Credit Card,Delivered,Gurgaon,Haryana,India
ORD0105979,2023-01-03,CUST01086,Saanvi Pandey,customer1086@email.com,P8536,Beard Trimmer,Beauty & Personal Care,GroomMaster,1,2687.13,2418.42,Debit Card,Delivered,Delhi,Delhi,India
ORD0105979,2023-01-03,CUST01086,Saanvi Pandey,customer1086@email.com,P5160,Lipstick,Beauty & Personal Care,BeautyBliss,1,1687.6,1687.6,Wallet,Delivered,Delhi,Delhi,India
ORD0105190,2023-01-03,CUST00940,Aanya Khan,customer940@email.com,P7508,Action Figure,Toys & Games,PlayMore,1,1789.51,1789.51,UPI,Delivered,Bengaluru,Karnataka,India
ORD0107505,2023-01-03,CUST01377,Reyansh Kumar,customer1377@email.com,P3625,Formal Shirt,Clothing,ClassicWear,2,1637.39,3274.78,Net Banking,Delivered,Lucknow,Uttar Pradesh,India
ORD0105724,2023-01-03,CUST01041,Pari Pandey,customer1041@email.com,P4514,Vacuum Cleaner,Home & Kitchen,HomeAppliance,3,5094.85,15284.55,Debit Card,Delivered,Thiruvananthapuram,Kerala,India
ORD0105979,2023-01-03,CUST01086,Saanvi Pandey,customer1086@email.com,P5755,Bedsheet Set,Home & Kitchen,CozyHome,1,2019.6,2019.6,Cash on Delivery,Delivered,Delhi,Delhi,India
ORD0105979,2023-01-03,CUST01086,Saanvi Pandey,customer1086@email.com,P4054,Denim Jeans,Clothing,UrbanStyle,1,2999.74,2999.74,Net Banking,Returned,Delhi,Delhi,India
ORD0103130,2023-01-03,CUST00571,Kavita Menon,customer571@email.com,P9499,Sunscreen,Beauty & Personal Care,GlowSkin,1,1366.26,1161.32,Debit Card,Delivered,Bengaluru,Karnataka,India
ORD0107681,2023-01-03,CUST01406,Kavita Mishra,customer1406@email.com,P4726,Shampoo,Beauty & Personal Care,HairCare Pro,1,794.63,794.63,Cash on Delivery,Delivered,Agra,Uttar Pradesh,India
ORD0105979,2023-01-03,CUST01086,Saanvi Pandey,customer1086@email.com,P1642,Dumbbells Set,Sports & Outdoors,FitLife,1,4079.47,4079.47,Cash on Delivery,Delivered,Delhi,Delhi,India
ORD0107681,2023-01-03,CUST01406,Kavita Mishra,customer1406@email.com,P9844,Cookware Set,Home & Kitchen,ChefMaster,1,5317.81,5317.81,UPI,Delivered,Agra,Uttar Pradesh,India
ORD0108080,2023-01-04,CUST01480,Anika Nair,customer1480@email.com,P2545,Educational Toy,Toys & Games,KiddoFun,1,1105.72,1105.72,Credit Card,Delivered,Nashik,Maharashtra,India
ORD0108080,2023-01-04,CUST01480,Anika Nair,customer1480@email.com,P4807,Body Lotion,Beauty & Personal Care,GlowSkin,2,452.16,904.32,Wallet,Returned,Nashik,Maharashtra,India
ORD0108080,2023-01-04,CUST01480,Anika Nair,customer1480@email.com,P7675,Smartphone,Electronics,TechPro,2,48679.58,97359.16,Wallet,Delivered,Nashik,Maharashtra,India
ORD0108799,2023-01-04,CUST01619,Arun Gupta,customer1619@email.com,P3993,Wireless Earbuds,Electronics,SoundMax,2,4782.33,9564.66,Net Banking,Delivered,Hyderabad,Telangana,India
ORD0110697,2023-01-04,CUST01977,Sunita Gupta,customer1977@email.com,P2429,Dumbbells Set,Sports & Outdoors,FitLife,1,4770.22,4770.22,Cash on Delivery,Cancelled,Jodhpur,Rajasthan,India
ORD0104302,2023-01-04,CUST00787,Divya Tiwari,customer787@email.com,P6775,Power Bank 20000mAh,Electronics,PowerPlus,1,2851.91,2851.91,Credit Card,Delivered,Noida,Uttar Pradesh,India
ORD0110877,2023-01-04,CUST02010,Suresh Chopra,customer2010@email.com,P2846,Puzzle 1000pc,Toys & Games,PlayMore,1,905.72,905.72,Wallet,Returned,Madurai,Tamil Nadu,India
ORD0112652,2023-01-04,CUST02341,Sneha Reddy,customer2341@email.com,P3931,Beard Trimmer,Beauty & Personal Care,GroomMaster,1,1254.44,1254.44,Debit Card,Delivered,Warangal,Telangana,India
ORD0112505,2023-01-04,CUST02313,Amit Iyer,customer2313@email.com,P9140,Shampoo,Beauty & Personal Care,HairCare Pro,1,340.94,340.94,Wallet,Returned,Mumbai,Maharashtra,India
ORD0112505,2023-01-04,CUST02313,Amit Iyer,customer2313@email.com,P4159,Perfume,Beauty & Personal Care,EssenceLux,1,4623.55,4161.2,UPI,Delivered,Mumbai,Maharashtra,India
ORD0112505,2023-01-04,CUST02313,Amit Iyer,customer2313@email.com,P2855,Face Serum,Beauty & Personal Care,GlowSkin,1,692.26,692.26,Debit Card,Delivered,Mumbai,Maharashtra,India
ORD0112505,2023-01-04,CUST02313,Amit Iyer,customer2313@email.com,P7806,Track Pants,Clothing,SportFit,1,914.34,822.91,Credit Card,Delivered,Mumbai,Maharashtra,India
ORD0108648,2023-01-04,CUST01588,Priya Tiwari,customer1588@email.com,P5734,Comics,Books,KidsPress,1,143.56,136.38,UPI,Returned,Ahmedabad,Gujarat,India
ORD0110697,2023-01-04,CUST01977,Sunita Gupta,customer1977@email.com,P8815,Formal Shirt,Clothing,ClassicWear,1,926.63,926.63,Cash on Delivery,Delivered,Jodhpur,Rajasthan,India
ORD0112652,2023-01-04,CUST02341,Sneha Reddy,customer2341@email.com,P1751,Comics,Books,KidsPress,1,365.12,365.12,Cash on Delivery,Delivered,Warangal,Telangana,India
ORD0108648,2023-01-04,CUST01588,Priya Tiwari,customer1588@email.com,P7198,Dumbbells Set,Sports & Outdoors,FitLife,1,4223.38,4012.21,UPI,Delivered,Ahmedabad,Gujarat,India
ORD0112652,2023-01-04,CUST02341,Sneha Reddy,customer2341@email.com,P7529,Body Lotion,Beauty & Personal Care,GlowSkin,1,576.31,576.31,Cash on Delivery,Delivered,Warangal,Telangana,India
ORD0107276,2023-01-04,CUST01330,Myra Kumar,customer1330@email.com,P8616,Tennis Racket,Sports & Outdoors,SportPro,1,5246.88,5246.88,Debit Card,Delivered,Kochi,Kerala,India
ORD0113517,2023-01-04,CUST02498,Arjun Joshi,customer2498@email.com,P5438,Kurta Set,Clothing,EthnicCharm,1,4220.38,4220.38,Cash on Delivery,Delivered,Noida,Uttar Pradesh,India
ORD0113517,2023-01-04,CUST02498,Arjun Joshi,customer2498@email.com,P7428,Dress,Clothing,StyleHub,1,3151.18,3151.18,Wallet,Delivered,Noida,Uttar Pradesh,India
ORD0112652,2023-01-04,CUST02341,Sneha Reddy,customer2341@email.com,P9178,Dinner Set,Home & Kitchen,ChefMaster,1,3622.7,3622.7,Cash on Delivery,Cancelled,Warangal,Telangana,India
ORD0103516,2023-01-04,CUST00631,Priya Reddy,customer631@email.com,P2399,Face Serum,Beauty & Personal Care,GlowSkin,1,1704.54,1704.54,Credit Card,Cancelled,Udaipur,Rajasthan,India
ORD0103516,2023-01-04,CUST00631,Priya Reddy,customer631@email.com,P5575,Headphones,Electronics,SoundMax,1,2000.58,2000.58,Debit Card,Delivered,Udaipur,Rajasthan,India
ORD0111294,2023-01-04,CUST02083,Saanvi Tiwari,customer2083@email.com,P9877,Building Blocks,Toys & Games,KiddoFun,2,1039.4,2078.8,UPI,Returned,Faridabad,Haryana,India
ORD0112891,2023-01-04,CUST02379,Riya Reddy,customer2379@email.com,P3011,Toaster,Home & Kitchen,HomeAppliance,1,4256.47,4256.47,Cash on Delivery,Cancelled,Vadodara,Gujarat,India
ORD0107276,2023-01-04,CUST01330,Myra Kumar,customer1330@email.com,P4700,Saree,Clothing,EthnicCharm,1,6370.37,6370.37,Debit Card,Delivered,Kochi,Kerala,India
ORD0112891,2023-01-04,CUST02379,Riya Reddy,customer2379@email.com,P4879,Smart Watch,Electronics,TechPro,1,9407.92,9407.92,Net Banking,Delivered,Vadodara,Gujarat,India
ORD0112891,2023-01-04,CUST02379,Riya Reddy,customer2379@email.com,P9297,Academic Textbook,Books,EduBooks,1,1655.24,1655.24,Credit Card,Delivered,Vadodara,Gujarat,India
ORD0108807,2023-01-04,CUST01621,Aadhya Nair,customer1621@email.com,P8428,Beard Trimmer,Beauty & Personal Care,GroomMaster,1,2197.93,2197.93,Debit Card,Returned,Gurgaon,Haryana,India
ORD0108807,2023-01-04,CUST01621,Aadhya Nair,customer1621@email.com,P6017,Face Serum,Beauty & Personal Care,GlowSkin,1,1392.63,1392.63,Cash on Delivery,Delivered,Gurgaon,Haryana,India
ORD0100288,2023-01-04,CUST00045,Neha Reddy,customer45@email.com,P3033,Self Help Book,Books,BookWorld,2,520.78,1041.56,Net Banking,Delivered,Mumbai,Maharashtra,India
ORD0100288,2023-01-04,CUST00045,Neha Reddy,customer45@email.com,P9169,Tablet,Electronics,CompuTech,1,23747.51,23747.51,UPI,Delivered,Mumbai,Maharashtra,India
ORD0112652,2023-01-04,CUST02341,Sneha Reddy,customer2341@email.com,P5544,Dress,Clothing,StyleHub,1,2921.86,2629.67,UPI,Cancelled,Warangal,Telangana,India
ORD0112891,2023-01-04,CUST02379,Riya Reddy,customer2379@email.com,P6968,Travel Guide,Books,ReadMore,1,748.83,748.83,UPI,Delivered,Vadodara,Gujarat,India
ORD0111962,2023-01-05,CUST02224,Pooja Gupta,customer2224@email.com,P3334,Academic Textbook,Books,EduBooks,1,1534.61,1534.61,Credit Card,Delivered,Agra,Uttar Pradesh,India
ORD0106238,2023-01-05,CUST01140,Nidhi Mehta,customer1140@email.com,P4984,Poetry Collection,Books,ReadMore,1,503.1,477.94,Net Banking,Returned,Madurai,Tamil Nadu,India
ORD0106238,2023-01-05,CUST01140,Nidhi Mehta,customer1140@email.com,P5039,Educational Toy,Toys & Games,KiddoFun,1,1926.34,1926.34,UPI,Returned,Madurai,Tamil Nadu,India
ORD0111962,2023-01-05,CUST02224,Pooja Gupta,customer2224@email.com,P5209,Football,Sports & Outdoors,SportPro,1,2184.94,2184.94,Credit Card,Delivered,Agra,Uttar Pradesh,India
ORD0106214,2023-01-05,CUST01135,Aarav Reddy,customer1135@email.com,P3680,Children Book,Books,KidsPress,2,232.88,465.76,Debit Card,Delivered,Mysuru,Karnataka,India
ORD0109628,2023-01-05,CUST01768,Rohit Bhatt,customer1768@email.com,P8796,Card Game,Toys & Games,PlayMore,1,473.82,473.82,Cash on Delivery,Delivered,Agra,Uttar Pradesh,India
ORD0106214,2023-01-05,CUST01135,Aarav Reddy,customer1135@email.com,P8566,Track Pants,Clothing,SportFit,1,1103.36,1103.36,UPI,Delivered,Mysuru,Karnataka,India
ORD0106214,2023-01-05,CUST01135,Aarav Reddy,customer1135@email.com,P5410,Curtains,Home & Kitchen,CozyHome,1,993.73,993.73,Wallet,Delivered,Mysuru,Karnataka,India
ORD0106214,2023-01-05,CUST01135,Aarav Reddy,customer1135@email.com,P9477,Dress,Clothing,StyleHub,3,1474.44,4423.32,Wallet,Cancelled,Mysuru,Karnataka,India
ORD0103165,2023-01-05,CUST00580,Riya Das,customer580@email.com,P5940,Track Pants,Clothing,SportFit,1,954.95,954.95,Cash on Delivery,Delivered,Panipat,Haryana,India
ORD0113341,2023-01-05,CUST02459,Rahul Joshi,customer2459@email.com,P8970,Shampoo,Beauty & Personal Care,HairCare Pro,1,1455.08,1455.08,UPI,Delivered,Hyderabad,Telangana,India
ORD0108518,2023-01-05,CUST01564,Arjun Reddy,customer1564@email.com,P3843,Football,Sports & Outdoors,SportPro,2,1789.9,3579.8,Credit Card,Delivered,Thiruvananthapuram,Kerala,India
ORD0105422,2023-01-05,CUST00980,Meera Malhotra,customer980@email.com,P2778,Denim Jeans,Clothing,UrbanStyle,1,3558.99,3558.99,Net Banking,Delivered,Mysuru,Karnataka,India
ORD0107348,2023-01-05,CUST01341,Suresh Mishra,customer1341@email.com,P5089,Sunscreen,Beauty & Personal Care,GlowSkin,1,996.57,996.57,Net Banking,Returned,New Delhi,Delhi,India
ORD0107348,2023-01-05,CUST01341,Suresh Mishra,customer1341@email.com,P9601,Curtains,Home & Kitchen,CozyHome,2,1967.8,3542.04,Cash on Delivery,Cancelled,New Delhi,Delhi,India
ORD0107348,2023-01-05,CUST01341,Suresh Mishra,customer1341@email.com,P3318,Beard Trimmer,Beauty & Personal Care,GroomMaster,1,2557.35,2557.35,Debit Card,Delivered,New Delhi,Delhi,India
ORD0104835,2023-01-05,CUST00882,Myra Pandey,customer882@email.com,P2316,Building Blocks,Toys & Games,KiddoFun,1,905.2,905.2,Cash on Delivery,Delivered,Faridabad,Haryana,India
ORD0104835,2023-01-05,CUST00882,Myra Pandey,customer882@email.com,P1368,Wireless Earbuds,Electronics,SoundMax,1,1925.85,1925.85,Debit Card,Delivered,Faridabad,Haryana,India
ORD0104835,2023-01-05,CUST00882,Myra Pandey,customer882@email.com,P9081,Yoga Mat,Sports & Outdoors,FitLife,1,951.75,951.75,Wallet,Delivered,Faridabad,Haryana,India
ORD0100406,2023-01-05,CUST00071,Meera Das,customer71@email.com,P1534,Video Game,Toys & Games,PlayMore,2,1835.23,3670.46,Wallet,Returned,Mangalore,Karnataka,India
ORD0105422,2023-01-05,CUST00980,Meera Malhotra,customer980@email.com,P7227,Power Bank 20000mAh,Electronics,PowerPlus,1,969.06,969.06,Debit Card,Delivered,Mysuru,Karnataka,India
ORD0104835,2023-01-05,CUST00882,Myra Pandey,customer882@email.com,P7518,Sports Water Bottle,Sports & Outdoors,FitLife,2,392.6,785.2,Debit Card,Returned,Faridabad,Haryana,India
ORD0104716,2023-01-05,CUST00864,Nidhi Mishra,customer864@email.com,P8141,Saree,Clothing,EthnicCharm,1,7159.31,7159.31,Cash on Delivery,Delivered,Ludhiana,Punjab,India
ORD0104716,2023-01-05,CUST00864,Nidhi Mishra,customer864@email.com,P4233,Video Game,Toys & Games,PlayMore,1,2917.97,2772.07,Credit Card,Delivered,Ludhiana,Punjab,India
ORD0104716,2023-01-05,CUST00864,Nidhi Mishra,customer864@email.com,P3859,Board Game,Toys & Games,PlayMore,1,1002.03,1002.03,Net Banking,Delivered,Ludhiana,Punjab,India
ORD0104555,2023-01-05,CUST00838,Saanvi Bhatt,customer838@email.com,P4271,Beard Trimmer,Beauty & Personal Care,GroomMaster,1,4933.62,4686.94,Cash on Delivery,Returned,Durgapur,West Bengal,India
ORD0100406,2023-01-05,CUST00071,Meera Das,customer71@email.com,P6636,Beard Trimmer,Beauty & Personal Care,GroomMaster,2,4819.09,9638.18,Credit Card,Delivered,Mangalore,Karnataka,India
ORD0105673,2023-01-05,CUST01032,Manish Joshi,customer1032@email.com,P6694,Dumbbells Set,Sports & Outdoors,FitLife,1,3386.76,3386.76,Wallet,Cancelled,Thiruvananthapuram,Kerala,India
ORD0105673,2023-01-05,CUST01032,Manish Joshi,customer1032@email.com,P2746,Perfume,Beauty & Personal Care,EssenceLux,1,4180.55,3762.5,Debit Card,Delivered,Thiruvananthapuram,Kerala,India
ORD0105673,2023-01-05,CUST01032,Manish Joshi,customer1032@email.com,P8878,Yoga Mat,Sports & Outdoors,FitLife,1,2098.92,2098.92,Net Banking,Delivered,Thiruvananthapuram,Kerala,India
ORD0105673,2023-01-05,CUST01032,Manish Joshi,customer1032@email.com,P8439,Hair Oil,Beauty & Personal Care,HairCare Pro,1,449.78,382.31,Cash on Delivery,Delivered,Thiruvananthapuram,Kerala,India
ORD0109377,2023-01-06,CUST01733,Myra Kapoor,customer1733@email.com,P8068,Shampoo,Beauty & Personal Care,HairCare Pro,2,532.25,958.05,Credit Card,Cancelled,Surat,Gujarat,India
ORD0102241,2023-01-06,CUST00398,Karan Malhotra,customer398@email.com,P3204,Yoga Mat,Sports & Outdoors,FitLife,2,990.13,1980.26,Net Banking,Delivered,Hyderabad,Telangana,India
ORD0112463,2023-01-06,CUST02305,Anita Patel,customer2305@email.com,P4809,Face Wash,Beauty & Personal Care,GlowSkin,1,933.14,933.14,Wallet,Returned,Panipat,Haryana,India
ORD0104828,2023-01-06,CUST00880,Riya Mehta,customer880@email.com,P5876,Video Game,Toys & Games,PlayMore,1,4411.99,4411.99,UPI,Delivered,Gurgaon,Haryana,India
ORD0112463,2023-01-06,CUST02305,Anita Patel,customer2305@email.com,P7013,Dress,Clothing,StyleHub,1,3824.68,3824.68,Credit Card,Delivered,Panipat,Haryana,India
ORD0112463,2023-01-06,CUST02305,Anita Patel,customer2305@email.com,P1575,Sports Water Bottle,Sports & Outdoors,FitLife,1,1139.93,1139.93,Wallet,Cancelled,Panipat,Haryana,India
ORD0100365,2023-01-06,CUST00062,Krishna Mishra,customer62@email.com,P8761,Socks Pack,Clothing,SportFit,1,425.98,425.98,Cash on Delivery,Delivered,Chennai,Tamil Nadu,India
ORD0111297,2023-01-06,CUST02084,Saanvi Pandey,customer2084@email.com,P4214,Biography,Books,ReadMore,1,885.85,885.85,Wallet,Delivered,Chandigarh,Punjab,India
ORD0109377,2023-01-06,CUST01733,Myra Kapoor,customer1733@email.com,P4886,Tablet,Electronics,CompuTech,1,31279.14,31279.14,Credit Card,Delivered,Surat,Gujarat,India
ORD0109555,2023-01-06,CUST01754,Divya Joshi,customer1754@email.com,P7332,Bluetooth Speaker,Electronics,SoundMax,1,1716.11,1716.11,Credit Card,Delivered,Bikaner,Rajasthan,India
ORD0100365,2023-01-06,CUST00062,Krishna Mishra,customer62@email.com,P9129,Beard Trimmer,Beauty & Personal Care,GroomMaster,2,1590.41,3180.82,Credit Card,Cancelled,Chennai,Tamil Nadu,India
ORD0100365,2023-01-06,CUST00062,Krishna Mishra,customer62@email.com,P3258,Toaster,Home & Kitchen,HomeAppliance,1,2456.4,2456.4,UPI,Delivered,Chennai,Tamil Nadu,India
ORD0104828,2023-01-06,CUST00880,Riya Mehta,customer880@email.com,P1935,Hair Dryer,Beauty & Personal Care,HairCare Pro,1,3549.13,3549.13,Wallet,Cancelled,Gurgaon,Haryana,India
ORD0104828,2023-01-06,CUST00880,Riya Mehta,customer880@email.com,P6369,Travel Guide,Books,ReadMore,1,365.75,365.75,Wallet,Returned,Gurgaon,Haryana,India
ORD0102241,2023-01-06,CUST00398,Karan Malhotra,customer398@email.com,P4423,Gym Bag,Sports & Outdoors,FitLife,2,1197.31,2394.62,Wallet,Delivered,Hyderabad,Telangana,India
ORD0100365,2023-01-06,CUST00062,Krishna Mishra,customer62@email.com,P2161,Comics,Books,KidsPress,1,259.94,259.94,Cash on Delivery,Delivered,Chennai,Tamil Nadu,India
ORD0108160,2023-01-06,CUST01492,Suresh Pandey,customer1492@email.com,P1210,Puzzle 1000pc,Toys & Games,PlayMore,1,1057.5,1057.5,Credit Card,Delivered,Delhi,Delhi,India
ORD0108160,2023-01-06,CUST01492,Suresh Pandey,customer1492@email.com,P7758,Biography,Books,ReadMore,1,610.34,610.34,Credit Card,Delivered,Delhi,Delhi,India
ORD0108160,2023-01-06,CUST01492,Suresh Pandey,customer1492@email.com,P5712,Dollhouse,Toys & Games,KiddoFun,1,4010.38,4010.38,Debit Card,Returned,Delhi,Delhi,India
ORD0100365,2023-01-06,CUST00062,Krishna Mishra,customer62@email.com,P5886,Jacket,Clothing,UrbanStyle,1,4655.14,4422.38,UPI,Delivered,Chennai,Tamil Nadu,India
ORD0108160,2023-01-06,CUST01492,Suresh Pandey,customer1492@email.com,P2845,Pressure Cooker,Home & Kitchen,ChefMaster,1,3563.92,3563.92,Net Banking,Delivered,Delhi,Delhi,India
ORD0107551,2023-01-06,CUST01387,Divya Sharma,customer1387@email.com,P8370,Jacket,Clothing,UrbanStyle,1,1783.06,1783.06,Net Banking,Cancelled,Thiruvananthapuram,Kerala,India
ORD0108160,2023-01-06,CUST01492,Suresh Pandey,customer1492@email.com,P4615,Cookware Set,Home & Kitchen,ChefMaster,1,8931.06,8931.06,Credit Card,Returned,Delhi,Delhi,India
